,id,FILING-DATE,CIK,CONFORMED-NAME,type,ASSIGNED-SIC,CITY,STATE,ZIP,filing-year,10k-min-year
90669,6709509,2010-02-24,1479593,Atlas Resources Public #19-2011 (C) L.P.,S-1,,MOON TOWNSHIP,PA,15108,2010,
90906,6699852,2010-02-22,1401774,REPLY! INC,S-1,,SAN RAMON,CA,94583,2010,
90910,6700135,2010-02-22,1483830,Niska Gas Storage Partners LLC,S-1,,HOUSTON,TX,77002,2010,2010.0
90991,6698057,2010-02-19,1483798,YABOO INC,S-1,,HENDERSON,NV,89014,2010,2012.0
91072,6695212,2010-02-18,1106848,"EGPI FIRECREEK, INC.",S-1,1382.0,SCOTTSDALE,AZ,85253,2010,2010.0
91095,6695313,2010-02-18,1483496,"Teaching Time, Inc.",S-1,,EL DORADO HILLS,CA,95762,2010,2011.0
91137,6691767,2010-02-17,1352857,Advanced Mineral Technologies Inc.,S-1,3290.0,GRANTS PASS,OR,97527,2010,
91138,6693306,2010-02-17,1483731,"Enterologics, Inc.",S-1,,CEDARHURST,NY,11516,2010,2011.0
91145,6693852,2010-02-17,1479922,Woodward Energy Partners Inc.,S-1,,ROYAL OAK,MI,48073,2010,
91155,6688276,2010-02-16,1448597,Kopr Resources Corp.,S-1,1000.0,TEANECK,NJ,07666,2010,2010.0
91156,6692374,2010-02-16,1484030,ALPHA GREEN ENERGY Ltd,S-1,,SCOTTSDALE,AZ,85258,2010,
91158,6686489,2010-02-16,1482193,Lamarun Resources Inc.,S-1,,ANCASTER,A6,L9G5C9,2010,
91168,6685740,2010-02-16,1305927,Fallbrook Technologies Inc,S-1,,SAN DIEGO,CA,92121,2010,
91176,6689341,2010-02-16,1410240,"HUGHES Telematics, Inc.",S-1,3669.0,ATLANTA,GA,30319,2010,2010.0
91191,6690181,2010-02-16,1468679,"R & A Productions, Inc.",S-1,,LAS VEGAS,NV,89516,2010,2010.0
91196,6688152,2010-02-16,1421525,"China Intelligent Lighting & Electronics, Inc.",S-1,6770.0,"GUANGDONG,",F4,516500,2010,2010.0
91210,6688992,2010-02-16,1483096,"Chesapeake Midstream Partners, L.P.",S-1,,OKLAHOMA CITY,OK,73118,2010,2011.0
91212,6688996,2010-02-16,1483510,EXPRESS PARENT LLC,S-1,,COLUMBUS,OH,43230,2010,2011.0
91223,6692375,2010-02-12,1284766,WHITE MOUNTAIN TITANIUM CORP,S-1,1000.0,VANCOUVER,A1,V6C 2W2,2010,2010.0
91224,6680599,2010-02-12,1444703,CATALYST GROUP HOLDINGS CORP.,S-1,6770.0,SAN JOSE,CA,95133,2010,
91231,6678570,2010-02-12,1094084,TELKONET INC,S-1,4899.0,MILWAUKEE,WI,53226,2010,2010.0
91234,6678325,2010-02-12,1471458,"rue21, inc.",S-1,5600.0,WARRENDALE,PA,15086,2010,2010.0
91243,6681972,2010-02-12,1473971,"Citadel EFT, Inc.",S-1,,TUSTIN,CA,92780,2010,2011.0
91256,6679482,2010-02-12,1104040,Asia Cork Inc.,S-1,2400.0,"HGI TECH ZONE, XI'AN, SHAANXI",F4,710075,2010,2010.0
91266,6678527,2010-02-12,1111816,WORLDWIDE ENERGY & MANUFACTURING USA INC,S-1,3990.0,SAN FRANCISCO,CA,94080,2010,2010.0
91267,6673158,2010-02-11,1384086,FLORHAM CONSULTING CORP,S-1,8742.0,NEW YORK,NY,10004,2010,2010.0
91268,6672138,2010-02-11,702513,Bank of Commerce Holdings,S-1,6022.0,REDDING,CA,96002,2010,2010.0
91280,6672476,2010-02-11,1236761,NEXX SYSTEMS INC,S-1,,BILLERICA,MA,01821,2010,
91282,6673763,2010-02-11,1031223,PHL VARIABLE INSURANCE CO /CT/,S-1,,HARTFORD,CT,06116,2010,2010.0
91283,6672487,2010-02-11,1482075,"Subprime Advantage, Inc.",S-1,,SAN DIEGO,CA,92101,2010,2011.0
91292,6672849,2010-02-11,1482361,"POWAY MUFFLER & BRAKE, INC.",S-1,,POWAY,CA,92064,2010,2012.0
91294,6671574,2010-02-11,1450524,NORTH BAY RESOURCES INC,S-1,,LANSDALE,PA,19446,2010,2011.0
91297,6673120,2010-02-11,1377889,"Tia IV, Inc",S-1,6770.0,"STATEN ISLAND,",NY,10314,2010,2010.0
91302,6674679,2010-02-11,1468122,"Global Smoothie Supply, Inc.",S-1,5960.0,DALLAS,TX,75205,2010,2011.0
91307,6670107,2010-02-10,1372267,"ONE Bio, Corp.",S-1,7380.0,DORAL,FL,33166,2010,2010.0
91308,6669360,2010-02-10,1289496,"Cord Blood America, Inc.",S-1,8071.0,LAS VEGAS,NV,89119,2010,2010.0
91311,6669137,2010-02-10,1475278,GameFly Inc.,S-1,,LOS ANGELES,CA,90066,2010,
91320,6669246,2010-02-10,1483623,"VITAMIN BLUE, INC.",S-1,,COSTA MESA,CA,92627,2010,2011.0
91323,6674375,2010-02-10,1435717,"DECOR PRODUCTS INTERNATIONAL, INC.",S-1,7330.0,"DONGGUAN, GUANGDONG PROVINCE,",F4,000000,2010,2010.0
91324,6669777,2010-02-10,1482278,"Mascot Ventures, Inc.",S-1,,CARSON CITY,NV,89701,2010,2011.0
91330,6665731,2010-02-09,1479713,Jefferies TR/J CRB Commodity Index ETF,S-1,,STAMFORD,CT,06902,2010,
91334,6665740,2010-02-09,1479714,Jefferies Commodity Real Return ETF,S-1,,STAMFORD,CT,06902,2010,
91335,6668075,2010-02-09,1368770,Patio Bahia Inc,S-1,5020.0,MIAMI BEACH,FL,33139,2010,2011.0
91345,6665437,2010-02-09,1374993,NextWave Wireless Inc.,S-1,3663.0,SAN DIEGO,CA,92130,2010,2010.0
91348,6664197,2010-02-08,1031223,PHL VARIABLE INSURANCE CO /CT/,S-1,,HARTFORD,CT,06116,2010,2010.0
91353,6662700,2010-02-08,1483386,ETFS Precious Metals Basket Trust,S-1,,ST. HELIER,Y9,JE48PW,2010,2011.0
91356,6662706,2010-02-08,1478909,"Wave2Wave Communications, Inc.",S-1,,HACKENSACK,NJ,07601,2010,
91357,6664503,2010-02-08,1284450,"China Carbon Graphite Group, Inc.",S-1,2721.0,"XINGHE COUNTY, INNER MONGOLIA,",F4,00000,2010,2010.0
91359,6662553,2010-02-08,1482875,FactorShares S&P 2x US Equity Premium,S-1,,JERSEY CITY,NJ,07311,2010,2012.0
91360,6662554,2010-02-08,1482879,FactorShares S&P GSCI 2x Gold Premium,S-1,,JERSEY CITY,NJ,07311,2010,2012.0
91361,6662555,2010-02-08,1482878,FactorShares S&P GSCI 2x Crude Oil Premium,S-1,,JERSEY CITY,NJ,07311,2010,2012.0
91362,6662556,2010-02-08,1482877,FactorShares S&P 2x US Equity Anti-USD,S-1,,JERSEY CITY,NJ,07311,2010,2012.0
91363,6662557,2010-02-08,1482876,FactorShares S&P 2x Anti-Equity Premium,S-1,,JERSEY CITY,NJ,07311,2010,2012.0
91364,6663838,2010-02-08,1473579,"AVANYX Therapeutics, Inc.",S-1,,NEWTON,MA,02459,2010,2011.0
91365,6664867,2010-02-08,1477472,"Active Health Foods, Inc.",S-1,,RIVERSIDE,CA,92506,2010,2010.0
91370,6659616,2010-02-05,1481028,"Hypersolar, Inc.",S-1,,SANTA BARBARA,CA,93117,2010,2010.0
91378,6660718,2010-02-05,1432150,"GigOptix, Inc.",S-1,3674.0,PALO ALTO,CA,94303,2010,2010.0
91379,6660721,2010-02-05,1432150,"GigOptix, Inc.",S-1,3674.0,PALO ALTO,CA,94303,2010,2010.0
91380,6660724,2010-02-05,1432150,"GigOptix, Inc.",S-1,3674.0,PALO ALTO,CA,94303,2010,2010.0
91384,6659986,2010-02-05,1037049,AURORA GOLD CORP,S-1,1000.0,6300,V8,00000,2010,2010.0
91387,6660283,2010-02-05,1099963,Magnum dOr Resources Inc,S-1,2821.0,"FORT LAUDERDALE,",FL,33316,2010,2010.0
91388,6659538,2010-02-05,1323891,"American Tire Distributors Holdings, Inc.",S-1,5013.0,HUNTERSVILLE,NC,28078,2010,2010.0
91389,6661334,2010-02-05,1479382,Dimus Partners Inc.,S-1,,AUSTIN,TX,78703,2010,2011.0
91393,6657280,2010-02-04,1456970,STS TURBO INC,S-1,,OREM,UT,84057,2010,
91410,6655877,2010-02-03,1482605,"Plycrete, Inc.",S-1,,MASCOUCHE,A8,J7L 1W6,2010,
91416,6650668,2010-02-02,1482554,"Photoamigo, Inc.",S-1,,SANTA BARBARA,CA,93101,2010,2011.0
91417,6651202,2010-02-02,1479919,"InTake Communications, Inc.",S-1,,DULUTH,2Q,30096,2010,2011.0
91418,6651719,2010-02-02,1479221,"DriveTime Automotive, Inc.",S-1,,PHOENIX,AZ,85018,2010,
91419,6651208,2010-02-02,1480355,"Wildrose Mining, Inc.",S-1,,FULLERTON,CA,92833,2010,
91422,6651526,2010-02-02,1450722,"FRONTIER MASTERS SERIES, a series of The Frontier Fund",S-1,6221.0,DENVER,CO,80264,2010,2010.0
91430,6649567,2010-02-01,1479587,Flex Capital Corp,S-1,,CHANGCHUN,F4,130012,2010,
91432,6648318,2010-02-01,822370,"CNS RESPONSE, INC.",S-1,8090.0,COSTA MESA,CA,92626,2010,2010.0
91437,6645773,2010-01-29,1318605,TESLA MOTORS INC,S-1,,SAN CARLOS,CA,94070,2010,2011.0
91445,6645560,2010-01-29,1407038,"BG Medicine, Inc.",S-1,8071.0,WALTHAM,MA,02451,2010,2011.0
91448,6644795,2010-01-29,1481056,"FITWAYVITAMINS, INC.",S-1,,CARSON CITY,NV,89703,2010,2011.0
91449,6645565,2010-01-29,1410428,Vringo Inc,S-1,,NEW YORK,NY,10003,2010,2011.0
91453,6642506,2010-01-29,1481368,Superfund Gold Large Cap Equity Fund,S-1,,NEW YORK,NY,10017,2010,
91454,6642508,2010-01-29,1481386,Superfund Gold Mid Cap Equity Fund,S-1,,NEW YORK,NY,10017,2010,
91458,6642511,2010-01-29,1481387,Superfund Gold Small Cap Equity Fund,S-1,,NEW YORK,NY,10017,2010,
91461,6642515,2010-01-29,1481370,Superfund Gold World Equity Fund,S-1,,NEW YORK,NY,10017,2010,
91462,6642517,2010-01-29,1481367,Superfund Gold Commodities Fund,S-1,,NEW YORK,NY,10017,2010,
91465,6642783,2010-01-29,1482550,"Clavis Technologies International Co., Ltd.",S-1,,CARSON CITY,NV,89703,2010,2011.0
91482,6642823,2010-01-29,1477246,S&W Seed Co,S-1,,FIVE POINTS,CA,93624,2010,2010.0
91483,6642825,2010-01-29,1287213,"DOUGLAS DYNAMICS, INC",S-1,,MILWAUKEE,WI,53233,2010,2011.0
91504,6639883,2010-01-28,1354071,"CHINA PEDIATRIC PHARMACEUTICALS, INC.",S-1,7200.0,"XI?AN, SHAANXI PROVINCE",F4,710004,2010,2010.0
91505,6642741,2010-01-28,1482541,Surna Inc.,S-1,,LOS ANGELES,CA,90067,2010,2011.0
91510,6640769,2010-01-28,1301184,GlassHouse Technologies Inc,S-1,7373.0,FRAMINGHAM,MA,01702,2010,
91515,6640835,2010-01-28,1273385,Nutrastar International Inc.,S-1,2000.0,HARBIN,F4,150080,2010,2010.0
91526,6636905,2010-01-27,1473332,"Resaca Exploitation, Inc.",S-1,1311.0,HOUSTON,X1,77010,2010,
91527,6637692,2010-01-27,1355790,International Stem Cell CORP,S-1,2834.0,OCEANSIDE,CA,92056,2010,2010.0
91535,6635066,2010-01-26,1469606,Andatee China Marine Fuel Services Corp,S-1,5171.0,XIGANG DISTRICT DALIAN,F4,116013,2010,2010.0
91536,6635089,2010-01-26,1478402,Offshore Petroleum Corp.,S-1,,OAKVILLE,A6,L6H 2B9,2010,
91537,6635096,2010-01-26,1114605,AMERICAN SCIENTIFIC RESOURCES INC,S-1,,WESTON,FL,33326,2010,2011.0
91539,6634907,2010-01-26,1477960,"Hermes Jets, Inc.",S-1,,CARSON CITY,NV,89703,2010,
91543,6633262,2010-01-25,1449792,"PIONEER POWER SOLUTIONS, INC.",S-1,3612.0,NEW YORK,NY,10019,2010,2010.0
91545,6632320,2010-01-25,1481504,Eastern World Solutions Inc.,S-1,,CENTRAL,K3,NO ZIP,2010,2011.0
91548,6632385,2010-01-25,1407450,"Convio, Inc.",S-1,7372.0,AUSTIN,TX,78758,2010,2011.0
91553,6632417,2010-01-25,1474634,"COMPUTER SOLUTIONS, INC.",S-1,,LAS VEGAS,NV,89131,2010,
91554,6632166,2010-01-25,1481506,PAA NATURAL GAS STORAGE LP,S-1,,HOUSTON,TX,77002,2010,2011.0
91555,6630702,2010-01-22,1336691,MOTRICITY INC,S-1,,BELLEVUE,WA,98004,2010,2011.0
91556,6630751,2010-01-22,1481582,Ryerson Holding Corp,S-1,,CHICAGO,IL,60608,2010,2011.0
91557,6630240,2010-01-22,1410132,"Platinum Studios, Inc.",S-1,2721.0,LOS ANGELES,CA,90064,2010,2010.0
91558,6629773,2010-01-22,1358483,"Everyday Health, Inc.",S-1,,BROOKLYN,NY,11201,2010,2015.0
91560,6631320,2010-01-22,1479526,TRADE LINK WHOLESALERS INC.,S-1,,ANDOVER,MA,01810,2010,2010.0
91569,6628927,2010-01-21,1466827,"RODON, INC.",S-1,,SEATTLE,WA,98104-2818,2010,2011.0
91572,6627942,2010-01-21,1380528,GC China Turbine Corp.,S-1,1090.0,HUBEI PROVIDENCE,F4,430223,2010,2010.0
91573,6627445,2010-01-21,1019849,"PENSKE AUTOMOTIVE GROUP, INC.",S-1,5500.0,BLOOMFIELD HILLS,MI,48302-0954,2010,2010.0
91579,6626180,2010-01-20,885462,"GULF RESOURCES, INC.",S-1,2800.0,"SHOUGUANG CITY, SHANDONG",F4,262714,2010,2010.0
91586,6625764,2010-01-20,727672,SPECTRASCIENCE INC,S-1,3845.0,SAN DIEGO,CA,92121,2010,2010.0
91588,6624330,2010-01-19,1478490,"ADVANCED PIPE FITTING TECHNOLOGIES, INC.",S-1,,RENO,NV,89519,2010,2011.0
91589,6622559,2010-01-19,1460235,ETFS Platinum Trust,S-1,1040.0,SAN FRANCISCO,CA,94104,2010,2011.0
91590,6622560,2010-01-19,1459862,ETFS PALLADIUM TRUST,S-1,1040.0,SAN FRANCISCO,CA,94104,2010,2011.0
91592,6622885,2010-01-19,1167887,ARGENTEX MINING CORP,S-1,1400.0,VANCOUVER,A1,V6E 2S1,2010,2010.0
91594,6622906,2010-01-19,1474459,"MIRADOR, INC",S-1,,LAS VEGAS,NV,89110,2010,2011.0
91595,6622910,2010-01-19,1465479,"WINDOWS & WALLS UNLIMITED, INC.",S-1,,SOUTHAMPTON,NY,11968,2010,
91597,6620677,2010-01-15,860413,FIRST INTERSTATE BANCSYSTEM INC,S-1,6022.0,BILLINGS,MT,59116-0918,2010,2010.0
91600,6620744,2010-01-15,1065754,VIKING SYSTEMS INC,S-1,3845.0,WESTBOROUGH,MA,01581,2010,2010.0
91604,6621058,2010-01-15,1402364,"Ultimate Escapes, Inc.",S-1,7011.0,KISSIMMEE,FL,34741,2010,2010.0
91605,6621070,2010-01-15,1028153,"Axion Power International, Inc.",S-1,3690.0,NEW CASTLE,PA,16105,2010,2010.0
91607,6621387,2010-01-15,1441634,Avago Technologies LTD,S-1,3674.0,SINGAPORE,U0,768923,2010,2010.0
91608,6621670,2010-01-15,1431074,"Bergio International, Inc.",S-1,1000.0,EAST FAIRFIELD,NJ,07004,2010,2010.0
91618,6619729,2010-01-14,1423325,"Incoming,Inc.",S-1,5130.0,NEW YORK,NY,10001,2010,2010.0
91623,6619023,2010-01-14,1307701,"Cono Italiano, Inc.",S-1,2090.0,"KEYPORT,",NJ,07735,2010,2010.0
91696,6614716,2010-01-12,790652,IMAGING DIAGNOSTIC SYSTEMS INC /FL/,S-1,3845.0,FORT LAUDERDALE,FL,33309,2010,2010.0
91703,6613538,2010-01-11,1176309,ORAMED PHARMACEUTICALS INC.,S-1,2834.0,JERUSALEM,L3,93706,2010,2010.0
91704,6613549,2010-01-11,1176309,ORAMED PHARMACEUTICALS INC.,S-1,2834.0,JERUSALEM,L3,93706,2010,2010.0
91706,6613327,2010-01-11,1478974,"GLOBAL CONDIMENTS, INC.",S-1,,STATE COLLEGE,PA,16801,2010,2011.0
91720,6611935,2010-01-08,1460801,"Tri-Tech Holding, Inc.",S-1,8711.0,"HAIDIAN DISTRICT, BEIJING",F4,100097,2010,2010.0
91722,6612222,2010-01-08,1400876,Insight Management Corp,S-1,1311.0,ORCUTT,CA,93455,2010,2010.0
91723,6610210,2010-01-07,1286345,TNT DESIGNS INC,S-1,5600.0,BAY CITY,MI,48708,2010,2010.0
91724,6608949,2010-01-07,1475036,"AMHEARST GLEN, INC.",S-1,,RIVERTON,UT,84065,2010,2011.0
91727,6609255,2010-01-07,1479220,Omega Water Corp.,S-1,,HENDERSON,NV,89052,2010,
91729,6609566,2010-01-07,1272597,"Graymark Healthcare, Inc.",S-1,8093.0,OKLAHOMA CITY,OK,73102,2010,2010.0
91733,6607923,2010-01-06,1478725,Curry Gold Corp,S-1,,BUTSCHWIL,V8,9606,2010,2011.0
91739,6606291,2010-01-06,1479197,Alpha Music Mfg Corp.,S-1,,BOCA RATON,FL,33496,2010,
91740,6606307,2010-01-06,1137083,"L & L ENERGY, INC.",S-1,6199.0,SEATTLE,WA,98188,2010,2010.0
91741,6604548,2010-01-05,1479239,Kama Resources Inc.,S-1,,EDMONTON,A0,T5H 4P7,2010,2011.0
91744,6600686,2010-01-05,1479426,DynaVox Inc.,S-1,,PITTSBURGH,PA,15203,2010,2010.0
91750,6597745,2010-01-04,1396334,NACEL ENERGY CORP,S-1,4911.0,SCOTTSDALE,AZ,85260,2010,2010.0
91751,6597027,2010-01-04,1101169,VIASYSTEMS GROUP INC,S-1,3672.0,ST LOUIS,MO,63105,2010,2010.0
91753,6597082,2010-01-04,1479699,Gold Dragon Enterprises Inc.,S-1,,DALIAN,F4,116001,2010,
91755,6595334,2009-12-31,1417624,"Changda International Holdings, Inc.",S-1,2870.0,"WEIFANG, SHANDONG",F4,261041,2009,2010.0
91756,6595335,2009-12-31,1216752,PIONEER FINANCIAL SERVICES INC,S-1,6141.0,KANSAS CITY,MO,64112,2009,2009.0
91758,6595635,2009-12-31,1403794,"ZST Digital Networks, Inc.",S-1,3663.0,ZHENGZHOU,F4,00000,2009,2009.0
91759,6595388,2009-12-31,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",S-1,4841.0,ST. LOUIS,MO,63131,2009,2009.0
91763,6595466,2009-12-31,1289496,"Cord Blood America, Inc.",S-1,8071.0,LAS VEGAS,NV,89119,2009,2009.0
91764,6595467,2009-12-31,1321559,"Jpak Group, Inc.",S-1,2650.0,SHANDONG PROVINCE,F4,266401,2009,2009.0
91765,6595226,2009-12-31,1355304,HEALTHY FAST FOOD INC,S-1,5812.0,HENDERSON,NV,89052,2009,2009.0
91766,6595808,2009-12-31,711665,PHOTOMEDEX INC,S-1,3845.0,MONTGOMERYVILLE,PA,18936,2009,2009.0
91769,6594077,2009-12-30,1479575,"EnviraTrends, Inc",S-1,,SARASOTA,FL,34236,2009,2012.0
91781,6591774,2009-12-29,1448695,"Adventure Energy, Inc.",S-1,1311.0,ST PETERSBURG,FL,33701,2009,2009.0
91788,6594879,2009-12-29,1479320,Vibe Ventures Inc.,S-1,,EDMONTON,A0,T5H 4P7,2009,2011.0
91810,6592153,2009-12-29,810509,NEOPROBE CORP,S-1,3841.0,DUBLIN,OH,43017,2009,2009.0
91819,6592449,2009-12-29,1457543,CareFusion Corp,S-1,3841.0,SAND DIEGO,CA,92130,2009,2009.0
91836,6590255,2009-12-28,1478087,"VIM BEVERAGE, INC.",S-1,,SANTA MONICA,CA,90403,2009,2012.0
91838,6590141,2009-12-28,1402436,SS&C Technologies Holdings Inc,S-1,7372.0,WINDSOR,CT,06095,2009,2011.0
91841,6590678,2009-12-28,879407,ARROWHEAD RESEARCH CORP,S-1,8731.0,PASADENA,CA,91101,2009,2009.0
91843,6590714,2009-12-28,1200375,CODEXIS INC,S-1,2860.0,REDWOOD CITY,CA,94063,2009,2011.0
91844,6589184,2009-12-24,1479247,United States Commodity Index Funds Trust,S-1,,ALAMEDA,CA,94502,2009,2011.0
91847,6589210,2009-12-24,1439299,Mondas Minerals Corp.,S-1,1000.0,POST FALLS,ID,83854,2009,2009.0
91852,6589500,2009-12-24,1433551,Sino Green Land Corp,S-1,5140.0,GUANG ZHOU,F4,00000,2009,2010.0
91856,6589315,2009-12-24,1478726,Charter Financial Corp,S-1,,WEST POINT,GA,31833,2009,2013.0
91857,6589572,2009-12-24,1354327,"PGT, Inc.",S-1,3442.0,NOKOMIS,FL,34275,2009,2009.0
91861,6589392,2009-12-24,1296391,TENGION INC,S-1,,King of Prussia,PA,19406,2009,2011.0
91863,6588904,2009-12-24,1046672,MEXORO MINERALS LTD,S-1,1040.0,BROOMFIELD,CO,80021,2009,2009.0
91864,6588927,2009-12-24,1111817,LONGWEI PETROLEUM INVESTMENT HOLDING LTD,S-1,5171.0,SHANXI,F4,030024,2009,2009.0
91871,6586938,2009-12-23,1417159,Rules-Based Medicine Inc,S-1,,Austin,TX,78759,2009,
91876,6588235,2009-12-23,1014763,AMARILLO BIOSCIENCES INC,S-1,2834.0,AMARILLO,TX,79110-4225,2009,2009.0
91877,6587980,2009-12-23,1232524,JAZZ PHARMACEUTICALS INC,S-1,2834.0,PALO ALTO,CA,94304,2009,2009.0
91880,6586455,2009-12-23,8328,"Applied Minerals, Inc.",S-1,1040.0,NEW YORK,NY,10012,2009,2009.0
91881,6587488,2009-12-23,1478838,ENTER CORP,S-1,,D N EMEK,L3,76838,2009,2011.0
91882,6586992,2009-12-23,944130,"MINISTRY PARTNERS INVESTMENT COMPANY, LLC",S-1,6199.0,BREA,CA,92821,2009,2009.0
91884,6587769,2009-12-23,1478085,Graham Packaging Co Inc.,S-1,,YORK,PA,17402,2009,2010.0
91886,6587770,2009-12-23,1285550,SURGIVISION INC,S-1,,MEMPHIS,TN,38103,2009,2013.0
91897,6588354,2009-12-23,1434674,CHINA MEDIA INC.,S-1,7812.0,"BEILIN DISTRICT, XI'AN",F4,710068,2009,2009.0
91902,6589138,2009-12-23,1479194,CROWN ENERGY FUND I LP,S-1,,CARROLLTON,TX,75010,2009,
91903,6587868,2009-12-23,1092289,TRANSATLANTIC PETROLEUM LTD.,S-1,1382.0,DALLAS,TX,75206,2009,2009.0
91904,6587874,2009-12-23,822411,"ImmunoCellular Therapeutics, Ltd.",S-1,2834.0,WOODLAND HILLS,CA,91367,2009,2009.0
91906,6585375,2009-12-22,1454384,DYNAMIC VENTURES CORP,S-1,,NATAWYAM,L3,00000,2009,2011.0
91911,6585680,2009-12-22,1297336,ReachLocal Inc,S-1,,WOODLAND HILLS,CA,91367,2009,2011.0
91913,6585430,2009-12-22,1326652,"Zoo Entertainment, Inc",S-1,7372.0,"CINCINNATI,",OH,45209,2009,2009.0
91925,6584982,2009-12-22,1089787,BAY NATIONAL CORP,S-1,6021.0,BALTIMORE,MD,21093,2009,2009.0
91926,6586011,2009-12-22,1257499,AMERICAN SURGICAL HOLDINGS INC,S-1,8000.0,HOUSTON,TX,77036-7852,2009,2009.0
91935,6584820,2009-12-22,1383571,GLOBE SPECIALTY METALS INC,S-1,3330.0,NEW YORK,NY,10119,2009,2009.0
91938,6583078,2009-12-21,1395585,First Trinity Financial CORP,S-1,6311.0,TULSA,OK,74133,2009,2009.0
91945,6583696,2009-12-21,1417926,"INVO Bioscience, Inc.",S-1,3841.0,BEVERLY,MA,01915,2009,2009.0
91950,6583732,2009-12-21,1478334,Smile Brands Group Inc.,S-1,,SANTA ANA,CA,92707,2009,
91953,6583509,2009-12-21,1413263,"CHINA JO-JO DRUGSTORES, INC.",S-1,5912.0,ZHEJIANG PROVINCE,F4,100083,2009,2010.0
91960,6582063,2009-12-18,1443115,"SOLYNDRA, INC.",S-1,,FREMONT,CA,94538,2009,
91964,6582084,2009-12-18,1167294,MERU NETWORKS INC,S-1,,SUNNYVALE,CA,94089,2009,2011.0
91965,6581062,2009-12-18,1478220,"Campbell Classic Trend Fund, L.P.",S-1,6221.0,BALTIMORE,MD,21209,2009,2011.0
91968,6581874,2009-12-18,1326205,"India Globalization Capital, Inc.",S-1,1600.0,BETHESDA,MD,20814,2009,2009.0
91974,6581148,2009-12-18,1352097,Lincoln National Life Insurance CO Agents Savings & Profit Sharing Plan,S-1,6311.0,RADNOR,PA,19087,2009,
91977,6581185,2009-12-18,1461798,"AMBER Ready, Inc",S-1,,ROCKAWAY,NJ,07866,2009,
91981,6581716,2009-12-18,1479000,FARMACIA Corp,S-1,,KISHINEU,1S,MD 2001,2009,2012.0
91983,6582502,2009-12-18,1342287,General Finance CORP,S-1,5990.0,PASADENA,CA,91103,2009,2009.0
91985,6581493,2009-12-18,925741,"Cardo Medical, Inc.",S-1,3842.0,BEVERLY HILLS,CA,90212,2009,2009.0
91987,6578963,2009-12-17,1478535,ABBY INC.,S-1,,CALGARY,A0,T3K 5K3,2009,2012.0
91988,6579750,2009-12-17,1478454,"Eagle Bancorp Montana, Inc.",S-1,,HELENA,MT,59601,2009,2010.0
91993,6579788,2009-12-17,1477968,"Fairmount Bancorp, Inc.",S-1,,BALTIMORE,MD,21237,2009,2010.0
91995,6579808,2009-12-17,1360479,"Stem Cell Therapy International, Inc.",S-1,8071.0,TAMPA,FL,33607,2009,2009.0
91999,6578843,2009-12-17,1477446,"Maxway Industries, Inc",S-1,,XI'AN,F4,710043,2009,
92002,6579380,2009-12-17,1388311,VLOV INC.,S-1,4700.0,FUJIAN PROVINCE,F4,00000,2009,2009.0
92006,6576897,2009-12-16,1478682,"Empire Post Media, Inc.",S-1,,BEVERLY HILLS,CA,90212,2009,2011.0
92010,6580384,2009-12-16,1477130,"COMMONWEALTH REALTY PARTNERS, INC.",S-1,,NEWBURYPORT,MA,01950,2009,2012.0
92016,6577351,2009-12-16,1325879,AVEO PHARMACEUTICALS INC,S-1,,CAMBRIDGE,MA,02139,2009,2011.0
92035,6574723,2009-12-15,40528,"MedClean Technologies, Inc.",S-1,4955.0,BETHEL,CT,06801,2009,2009.0
92044,6574787,2009-12-15,320017,"NeoStem, Inc.",S-1,8090.0,NEW YORK,NY,10170,2009,2009.0
92051,6575852,2009-12-15,1477172,"West-Core Drilling, Inc.",S-1,,ELKO,NV,89801,2009,
92094,6570320,2009-12-11,1416682,"Network Cadence, Inc.",S-1,7389.0,ENGLEWOOD,CO,80111,2009,2009.0
92095,6571344,2009-12-11,1096555,IVANY MINING INC,S-1,1000.0,ST. LEONARD,A8,H1P 2Z5,2009,2009.0
92100,6570653,2009-12-11,1473322,"W2007 Arizona Charlie's Gen-Par, L.L.C.",S-1,7990.0,LAS VEGAS,NV,89104,2009,
92112,6570214,2009-12-11,59558,LINCOLN NATIONAL CORP,S-1,6311.0,RADNOR,PA,19087,2009,2009.0
92120,6569565,2009-12-10,1456983,"SEV, INC.",S-1,,SAN ANTONIO,TX,78259,2009,
92124,6568360,2009-12-10,1478332,NATIONAL INTELLIGENCE ASSOCIATION INC,S-1,,WOODRIDGE,IL,60517,2009,2010.0
92129,6568724,2009-12-09,1456137,WONDER INTERNATIONAL EDUCATION & INVESTMENT GROUP Corp,S-1,,SCOTTSDALE,AZ,85258,2009,2011.0
92130,6566677,2009-12-09,8504,"EnerJex Resources, Inc.",S-1,1311.0,OVERLAND PARK,KS,66210,2009,2009.0
92131,6566166,2009-12-09,1430592,"Financial Engines, Inc.",S-1,,PALO ALTO,CA,94303,2009,2011.0
92134,6565936,2009-12-09,790652,IMAGING DIAGNOSTIC SYSTEMS INC /FL/,S-1,3845.0,FORT LAUDERDALE,FL,33309,2009,2009.0
92137,6566717,2009-12-09,1077634,IA GLOBAL INC,S-1,4899.0,SAN FRANCISCO,CA,94111,2009,2009.0
92138,6566240,2009-12-09,823277,CHS INC,S-1,5150.0,INVER GROVE HEIGHTS,MN,55077,2009,2009.0
